id,name,county_key,county,court,department,tenure_start,tenure_end,current_status,caseload_2024,time_period_coverage,prison_rate,raw
clackamas_004,Judge Katharine von Ter Stegge,clackamas_county,Clackamas,Circuit Court,Criminal,2015,,active,1378,2015-2024,37.4,"{""id"": ""clackamas_004"", ""name"": ""Judge Katharine von Ter Stegge"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2015"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 1378, ""time_period_coverage"": ""2015-2024"", ""representation_analysis"": {""total_cases_analyzed"": 1378, ""by_representation_type"": {""self_represented"": {""count"": 431, ""percentage"": 31.3, ""avg_sentence_months"": 48.9, ""conviction_rate"": 93.7, ""prison_rate"": 54.3}, ""court_appointed"": {""count"": 752, ""percentage"": 54.6, ""avg_sentence_months"": 43.2, ""conviction_rate"": 89.4, ""prison_rate"": 49.1}, ""retained_counsel"": {""count"": 195, ""percentage"": 14.1, ""avg_sentence_months"": 31.7, ""conviction_rate"": 76.9, ""prison_rate"": 32.8}}, ""disparity_analysis"": {""self_vs_retained"": {""sentence_difference"": 17.2, ""conviction_rate_difference"": 16.8}, ""appointed_vs_retained"": {""sentence_difference"": 11.5, ""conviction_rate_difference"": 12.5}}}, ""bias_metrics"": {""prison_rate"": 37.4, ""sentence_disparity"": {""racial"": {""white_defendants"": {""count"": 634, ""avg_sentence_months"": 36.8, ""conviction_rate"": 84.7}, ""black_defendants"": {""count"": 198, ""avg_sentence_months"": 47.2, ""conviction_rate"": 92.4}, ""hispanic_defendants"": {""count"": 312, ""avg_sentence_months"": 42.1, ""conviction_rate"": 89.1}, ""native_american_defendants"": {""count"": 89, ""avg_sentence_months"": 44.6, ""conviction_rate"": 91.0}, ""asian_defendants"": {""count"": 67, ""avg_sentence_months"": 34.2, ""conviction_rate"": 80.6}, ""other_defendants"": {""count"": 78, ""avg_sentence_months"": 39.7, ""conviction_rate"": 87.2}, ""disparity_score"": 7.6, ""calculation_method"": ""((Non-White_Average - White_Average) / White_Average) * 100""}, ""counsel_representation"": {""disparity_score"": 12.9, ""calculation_method"": ""Weighted average of sentence and conviction rate disparities"", ""detailed_breakdown"": {""sentence_disparity"": 17.2, ""conviction_disparity"": 16.8}}}}, ""appellate_record"": {""total_appeals_2024"": 24, ""total_reversals_2024"": 4, ""reversal_rate"": 16.7}, ""specialization"": [""Criminal"", ""Juvenile""], ""risk_assessment"": ""high""}"
clackamas_005,Judge Heidi Moawad,clackamas_county,Clackamas,Circuit Court,Family,2020,,active,612,2020-2024,2.9,"{""id"": ""clackamas_005"", ""name"": ""Judge Heidi Moawad"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2020"", ""tenure_end"": null, ""current_status"": ""active"", ""caseload_2024"": 612, ""time_period_coverage"": ""2020-2024"", ""representation_analysis"": {""total_cases_analyzed"": 612, ""by_representation_type"": {""self_represented"": {""count"": 192, ""percentage"": 31.4, ""avg_sentence_months"": 3.2, ""conviction_rate"": 21.9, ""prison_rate"": 4.7}, ""court_appointed"": {""count"": 298, ""percentage"": 48.7, ""avg_sentence_months"": 2.8, ""conviction_rate"": 19.1, ""prison_rate"": 3.4}, ""retained_counsel"": {""count"": 122, ""percentage"": 19.9, ""avg_sentence_months"": 2.1, ""conviction_rate"": 16.4, ""prison_rate"": 2.5}}, ""disparity_analysis"": {""self_vs_retained"": {""sentence_difference"": 1.1, ""conviction_rate_difference"": 5.5}, ""appointed_vs_retained"": {""sentence_difference"": 0.7, ""conviction_rate_difference"": 2.7}}}, ""bias_metrics"": {""prison_rate"": 2.9, ""sentence_disparity"": {""racial"": {""white_defendants"": {""count"": 356, ""avg_sentence_months"": 2.6, ""conviction_rate"": 18.0}, ""black_defendants"": {""count"": 67, ""avg_sentence_months"": 2.7, ""conviction_rate"": 19.4}, ""hispanic_defendants"": {""count"": 98, ""avg_sentence_months"": 2.8, ""conviction_rate"": 20.4}, ""native_american_defendants"": {""count"": 34, ""avg_sentence_months"": 2.9, ""conviction_rate"": 20.6}, ""asian_defendants"": {""count"": 43, ""avg_sentence_months"": 2.4, ""conviction_rate"": 16.3}, ""other_defendants"": {""count"": 14, ""avg_sentence_months"": 2.6, ""conviction_rate"": 17.9}, ""disparity_score"": 0.4, ""calculation_method"": ""((Non-White_Average - White_Average) / White_Average) * 100""}, ""counsel_representation"": {""disparity_score"": 1.6, ""calculation_method"": ""Weighted average of sentence and conviction rate disparities"", ""detailed_breakdown"": {""sentence_disparity"": 1.1, ""conviction_disparity"": 5.5}}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Mediation""], ""risk_assessment"": ""excellent""}"
clackamas_006,Judge Robert Wexler,clackamas_county,Clackamas,Circuit Court,Criminal,2018,,,1367,,36.8,"{""id"": ""clackamas_006"", ""name"": ""Judge Robert Wexler"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2018"", ""caseload_2024"": 1367, ""bias_metrics"": {""prison_rate"": 36.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 7.4}, ""counsel_representation"": {""disparity_score"": 11.9}}}, ""appellate_record"": {""total_appeals_2024"": 26, ""total_reversals_2024"": 5, ""reversal_rate"": 19.2}, ""specialization"": [""Criminal"", ""Domestic Violence Court""], ""risk_assessment"": ""high""}"
clackamas_007,Judge Patricia Thompson,clackamas_county,Clackamas,Circuit Court,Civil,2016,,,1089,,18.3,"{""id"": ""clackamas_007"", ""name"": ""Judge Patricia Thompson"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2016"", ""caseload_2024"": 1089, ""bias_metrics"": {""prison_rate"": 18.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.7}, ""counsel_representation"": {""disparity_score"": 7.1}}}, ""appellate_record"": {""total_appeals_2024"": 17, ""total_reversals_2024"": 2, ""reversal_rate"": 11.8}, ""specialization"": [""Civil"", ""Contract Law""], ""risk_assessment"": ""moderate""}"
clackamas_008,Judge Daniel Erwin,clackamas_county,Clackamas,Circuit Court,Probate,2014,,,578,,13.7,"{""id"": ""clackamas_008"", ""name"": ""Judge Daniel Erwin"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2014"", ""caseload_2024"": 578, ""bias_metrics"": {""prison_rate"": 13.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.8}, ""counsel_representation"": {""disparity_score"": 5.4}}}, ""appellate_record"": {""total_appeals_2024"": 10, ""total_reversals_2024"": 1, ""reversal_rate"": 10.0}, ""specialization"": [""Probate"", ""Conservatorship""], ""risk_assessment"": ""low""}"
clackamas_010,Judge Gregory Chaimov,clackamas_county,Clackamas,Circuit Court,Criminal,2012,,,1489,,43.2,"{""id"": ""clackamas_010"", ""name"": ""Judge Gregory Chaimov"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2012"", ""caseload_2024"": 1489, ""bias_metrics"": {""prison_rate"": 43.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 10.6}, ""counsel_representation"": {""disparity_score"": 15.8}}}, ""appellate_record"": {""total_appeals_2024"": 35, ""total_reversals_2024"": 8, ""reversal_rate"": 22.9}, ""specialization"": [""Criminal"", ""Violent Crimes""], ""risk_assessment"": ""critical""}"
clackamas_011,Judge Mark Williams,clackamas_county,Clackamas,Circuit Court,Civil,2017,,,923,,15.6,"{""id"": ""clackamas_011"", ""name"": ""Judge Mark Williams"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2017"", ""caseload_2024"": 923, ""bias_metrics"": {""prison_rate"": 15.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.9}, ""counsel_representation"": {""disparity_score"": 5.8}}}, ""appellate_record"": {""total_appeals_2024"": 14, ""total_reversals_2024"": 2, ""reversal_rate"": 14.3}, ""specialization"": [""Civil"", ""Employment Law""], ""risk_assessment"": ""low""}"
clackamas_012,Judge Amy Holmes Hehn,clackamas_county,Clackamas,Circuit Court,Juvenile,2019,,,634,,7.8,"{""id"": ""clackamas_012"", ""name"": ""Judge Amy Holmes Hehn"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2019"", ""caseload_2024"": 634, ""bias_metrics"": {""prison_rate"": 7.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.7}, ""counsel_representation"": {""disparity_score"": 3.4}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 1, ""reversal_rate"": 16.7}, ""specialization"": [""Juvenile"", ""Youth Court""], ""risk_assessment"": ""low""}"
clackamas_014,Judge Kathleen Marr,clackamas_county,Clackamas,Circuit Court,Mental Health,2018,,,389,,8.2,"{""id"": ""clackamas_014"", ""name"": ""Judge Kathleen Marr"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2018"", ""caseload_2024"": 389, ""bias_metrics"": {""prison_rate"": 8.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.9}, ""counsel_representation"": {""disparity_score"": 3.7}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court""], ""risk_assessment"": ""low""}"
clackamas_016,Judge Thomas Ryan,clackamas_county,Clackamas,Circuit Court,Family,2013,,,967,,6.1,"{""id"": ""clackamas_016"", ""name"": ""Judge Thomas Ryan"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2013"", ""caseload_2024"": 967, ""bias_metrics"": {""prison_rate"": 6.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.4}, ""counsel_representation"": {""disparity_score"": 3.1}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Family Law"", ""Adoption""], ""risk_assessment"": ""low""}"
clackamas_017,Judge Jeffrey S. Jones,clackamas_county,Clackamas,Circuit Court,Criminal,2022,,,1098,,32.1,"{""id"": ""clackamas_017"", ""name"": ""Judge Jeffrey S. Jones"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2022"", ""caseload_2024"": 1098, ""bias_metrics"": {""prison_rate"": 32.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 5.9}, ""counsel_representation"": {""disparity_score"": 9.3}}}, ""appellate_record"": {""total_appeals_2024"": 18, ""total_reversals_2024"": 3, ""reversal_rate"": 16.7}, ""specialization"": [""Criminal"", ""Property Crimes""], ""risk_assessment"": ""moderate""}"
clackamas_018,Judge Eve Miller,clackamas_county,Clackamas,Circuit Court,Civil,2020,,,745,,12.8,"{""id"": ""clackamas_018"", ""name"": ""Judge Eve Miller"", ""county"": ""Clackamas"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2020"", ""caseload_2024"": 745, ""bias_metrics"": {""prison_rate"": 12.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.4}, ""counsel_representation"": {""disparity_score"": 4.7}}}, ""appellate_record"": {""total_appeals_2024"": 11, ""total_reversals_2024"": 1, ""reversal_rate"": 9.1}, ""specialization"": [""Civil"", ""Business Law""], ""risk_assessment"": ""low""}"
marion_001,Judge Tracy Prall,marion_county,Marion,Circuit Court,Criminal,2017,,,1189,,35.2,"{""id"": ""marion_001"", ""name"": ""Judge Tracy Prall"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2017"", ""caseload_2024"": 1189, ""bias_metrics"": {""prison_rate"": 35.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 6.4}, ""counsel_representation"": {""disparity_score"": 11.8}}}, ""appellate_record"": {""total_appeals_2024"": 23, ""total_reversals_2024"": 4, ""reversal_rate"": 17.4}, ""specialization"": [""Criminal"", ""DUII Court""], ""risk_assessment"": ""high""}"
marion_002,Judge Lindsay Partridge,marion_county,Marion,Circuit Court,Family,2016,,,823,,3.1,"{""id"": ""marion_002"", ""name"": ""Judge Lindsay Partridge"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2016"", ""caseload_2024"": 823, ""bias_metrics"": {""prison_rate"": 3.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.3}, ""counsel_representation"": {""disparity_score"": 2.9}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 1, ""reversal_rate"": 12.5}, ""specialization"": [""Family Law"", ""Adoption"", ""Child Welfare""], ""risk_assessment"": ""low""}"
marion_003,Judge David Leith,marion_county,Marion,Circuit Court,Civil,2014,,,1067,,18.7,"{""id"": ""marion_003"", ""name"": ""Judge David Leith"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2014"", ""caseload_2024"": 1067, ""bias_metrics"": {""prison_rate"": 18.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.8}, ""counsel_representation"": {""disparity_score"": 7.2}}}, ""appellate_record"": {""total_appeals_2024"": 16, ""total_reversals_2024"": 2, ""reversal_rate"": 12.5}, ""specialization"": [""Civil"", ""Commercial Law"", ""Probate""], ""risk_assessment"": ""moderate""}"
marion_004,Judge Cheryl Pellegrini,marion_county,Marion,Circuit Court,Criminal,2019,,,1456,,39.8,"{""id"": ""marion_004"", ""name"": ""Judge Cheryl Pellegrini"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2019"", ""caseload_2024"": 1456, ""bias_metrics"": {""prison_rate"": 39.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 9.2}, ""counsel_representation"": {""disparity_score"": 13.7}}}, ""appellate_record"": {""total_appeals_2024"": 34, ""total_reversals_2024"": 8, ""reversal_rate"": 23.5}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""critical""}"
marion_005,Judge Jennifer McDowell,marion_county,Marion,Circuit Court,Family,2018,,,945,,4.7,"{""id"": ""marion_005"", ""name"": ""Judge Jennifer McDowell"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2018"", ""caseload_2024"": 945, ""bias_metrics"": {""prison_rate"": 4.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.8}, ""counsel_representation"": {""disparity_score"": 3.2}}}, ""appellate_record"": {""total_appeals_2024"": 12, ""total_reversals_2024"": 1, ""reversal_rate"": 8.3}, ""specialization"": [""Family Law"", ""Domestic Violence""], ""risk_assessment"": ""low""}"
marion_006,Judge Benjamin Liem,marion_county,Marion,Circuit Court,Civil,2021,,,867,,16.3,"{""id"": ""marion_006"", ""name"": ""Judge Benjamin Liem"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2021"", ""caseload_2024"": 867, ""bias_metrics"": {""prison_rate"": 16.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.9}, ""counsel_representation"": {""disparity_score"": 6.1}}}, ""appellate_record"": {""total_appeals_2024"": 13, ""total_reversals_2024"": 2, ""reversal_rate"": 15.4}, ""specialization"": [""Civil"", ""Business Law"", ""Contract Disputes""], ""risk_assessment"": ""moderate""}"
marion_007,Judge Mary Mertens James,marion_county,Marion,Circuit Court,Criminal,2013,,,1567,,42.1,"{""id"": ""marion_007"", ""name"": ""Judge Mary Mertens James"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2013"", ""caseload_2024"": 1567, ""bias_metrics"": {""prison_rate"": 42.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 10.8}, ""counsel_representation"": {""disparity_score"": 15.9}}}, ""appellate_record"": {""total_appeals_2024"": 41, ""total_reversals_2024"": 11, ""reversal_rate"": 26.8}, ""specialization"": [""Criminal"", ""Felony Sentencing""], ""risk_assessment"": ""critical""}"
marion_008,Judge Sean McPartland,marion_county,Marion,Circuit Court,Juvenile,2020,,,623,,8.4,"{""id"": ""marion_008"", ""name"": ""Judge Sean McPartland"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2020"", ""caseload_2024"": 623, ""bias_metrics"": {""prison_rate"": 8.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.1}, ""counsel_representation"": {""disparity_score"": 4.3}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 1, ""reversal_rate"": 14.3}, ""specialization"": [""Juvenile"", ""Youth Diversion Programs""], ""risk_assessment"": ""low""}"
marion_009,Judge Thomas Hart,marion_county,Marion,Circuit Court,Civil,2016,,,1123,,19.7,"{""id"": ""marion_009"", ""name"": ""Judge Thomas Hart"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2016"", ""caseload_2024"": 1123, ""bias_metrics"": {""prison_rate"": 19.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.2}, ""counsel_representation"": {""disparity_score"": 8.1}}}, ""appellate_record"": {""total_appeals_2024"": 18, ""total_reversals_2024"": 3, ""reversal_rate"": 16.7}, ""specialization"": [""Civil"", ""Personal Injury"", ""Medical Malpractice""], ""risk_assessment"": ""moderate""}"
marion_010,Judge Audrey Broyles,marion_county,Marion,Circuit Court,Family,2022,,,734,,2.8,"{""id"": ""marion_010"", ""name"": ""Judge Audrey Broyles"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2022"", ""caseload_2024"": 734, ""bias_metrics"": {""prison_rate"": 2.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.9}, ""counsel_representation"": {""disparity_score"": 2.1}}}, ""appellate_record"": {""total_appeals_2024"": 5, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Support""], ""risk_assessment"": ""excellent""}"
marion_012,Judge Donald Abar,marion_county,Marion,Circuit Court,Civil,2012,,,1245,,21.3,"{""id"": ""marion_012"", ""name"": ""Judge Donald Abar"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2012"", ""caseload_2024"": 1245, ""bias_metrics"": {""prison_rate"": 21.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 5.1}, ""counsel_representation"": {""disparity_score"": 9.6}}}, ""appellate_record"": {""total_appeals_2024"": 22, ""total_reversals_2024"": 4, ""reversal_rate"": 18.2}, ""specialization"": [""Civil"", ""Employment Law"", ""Labor Relations""], ""risk_assessment"": ""moderate""}"
marion_013,Judge Joseph Guimond,marion_county,Marion,Circuit Court,Criminal,2014,,,1498,,41.4,"{""id"": ""marion_013"", ""name"": ""Judge Joseph Guimond"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2014"", ""caseload_2024"": 1498, ""bias_metrics"": {""prison_rate"": 41.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 9.7}, ""counsel_representation"": {""disparity_score"": 14.8}}}, ""appellate_record"": {""total_appeals_2024"": 36, ""total_reversals_2024"": 9, ""reversal_rate"": 25.0}, ""specialization"": [""Criminal"", ""White Collar Crime""], ""risk_assessment"": ""critical""}"
marion_014,Judge Richard Sanderson,marion_county,Marion,Circuit Court,Probate,2011,,,567,,12.1,"{""id"": ""marion_014"", ""name"": ""Judge Richard Sanderson"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2011"", ""caseload_2024"": 567, ""bias_metrics"": {""prison_rate"": 12.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.4}, ""counsel_representation"": {""disparity_score"": 5.2}}}, ""appellate_record"": {""total_appeals_2024"": 9, ""total_reversals_2024"": 1, ""reversal_rate"": 11.1}, ""specialization"": [""Probate"", ""Conservatorship"", ""Estate Planning""], ""risk_assessment"": ""low""}"
marion_015,Judge Susan Leaming,marion_county,Marion,Circuit Court,Mental Health,2019,,,423,,7.2,"{""id"": ""marion_015"", ""name"": ""Judge Susan Leaming"", ""county"": ""Marion"", ""court"": ""Circuit Court"", ""department"": ""Mental Health"", ""tenure_start"": ""2019"", ""caseload_2024"": 423, ""bias_metrics"": {""prison_rate"": 7.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.6}, ""counsel_representation"": {""disparity_score"": 3.4}}}, ""appellate_record"": {""total_appeals_2024"": 4, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Mental Health Court"", ""Commitment Proceedings""], ""risk_assessment"": ""excellent""}"
jackson_001,Judge Tim Gerking,jackson_county,Jackson,Circuit Court,Criminal,2012,,,1345,,44.1,"{""id"": ""jackson_001"", ""name"": ""Judge Tim Gerking"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2012"", ""caseload_2024"": 1345, ""bias_metrics"": {""prison_rate"": 44.1, ""sentence_disparity"": {""racial"": {""disparity_score"": 11.2}, ""counsel_representation"": {""disparity_score"": 16.7}}}, ""appellate_record"": {""total_appeals_2024"": 28, ""total_reversals_2024"": 7, ""reversal_rate"": 25.0}, ""specialization"": [""Criminal"", ""Violent Crimes""], ""risk_assessment"": ""critical""}"
jackson_002,Judge Kelly Ravassipour,jackson_county,Jackson,Circuit Court,Family,2018,,,689,,4.2,"{""id"": ""jackson_002"", ""name"": ""Judge Kelly Ravassipour"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2018"", ""caseload_2024"": 689, ""bias_metrics"": {""prison_rate"": 4.2, ""sentence_disparity"": {""racial"": {""disparity_score"": 0.9}, ""counsel_representation"": {""disparity_score"": 1.8}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Domestic Relations""], ""risk_assessment"": ""excellent""}"
jackson_003,Judge Mark Clarke,jackson_county,Jackson,Circuit Court,Criminal,2016,,,1456,,46.3,"{""id"": ""jackson_003"", ""name"": ""Judge Mark Clarke"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2016"", ""caseload_2024"": 1456, ""bias_metrics"": {""prison_rate"": 46.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 12.8}, ""counsel_representation"": {""disparity_score"": 17.9}}}, ""appellate_record"": {""total_appeals_2024"": 33, ""total_reversals_2024"": 9, ""reversal_rate"": 27.3}, ""specialization"": [""Criminal"", ""Drug Court""], ""risk_assessment"": ""critical""}"
jackson_004,Judge David Raines,jackson_county,Jackson,Circuit Court,Civil,2014,,,1067,,22.4,"{""id"": ""jackson_004"", ""name"": ""Judge David Raines"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2014"", ""caseload_2024"": 1067, ""bias_metrics"": {""prison_rate"": 22.4, ""sentence_disparity"": {""racial"": {""disparity_score"": 4.7}, ""counsel_representation"": {""disparity_score"": 8.9}}}, ""appellate_record"": {""total_appeals_2024"": 19, ""total_reversals_2024"": 3, ""reversal_rate"": 15.8}, ""specialization"": [""Civil"", ""Business Law""], ""risk_assessment"": ""moderate""}"
jackson_005,Judge Benjamin Bloom,jackson_county,Jackson,Circuit Court,Juvenile,2019,,,634,,9.7,"{""id"": ""jackson_005"", ""name"": ""Judge Benjamin Bloom"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Juvenile"", ""tenure_start"": ""2019"", ""caseload_2024"": 634, ""bias_metrics"": {""prison_rate"": 9.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.3}, ""counsel_representation"": {""disparity_score"": 4.8}}}, ""appellate_record"": {""total_appeals_2024"": 6, ""total_reversals_2024"": 1, ""reversal_rate"": 16.7}, ""specialization"": [""Juvenile"", ""Youth Court""], ""risk_assessment"": ""low""}"
jackson_006,Judge Julie Frantz,jackson_county,Jackson,Circuit Court,Family,2017,,,789,,3.8,"{""id"": ""jackson_006"", ""name"": ""Judge Julie Frantz"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Family"", ""tenure_start"": ""2017"", ""caseload_2024"": 789, ""bias_metrics"": {""prison_rate"": 3.8, ""sentence_disparity"": {""racial"": {""disparity_score"": 1.2}, ""counsel_representation"": {""disparity_score"": 2.6}}}, ""appellate_record"": {""total_appeals_2024"": 8, ""total_reversals_2024"": 0, ""reversal_rate"": 0.0}, ""specialization"": [""Family Law"", ""Child Custody""], ""risk_assessment"": ""excellent""}"
jackson_007,Judge Lorenzo Magana,jackson_county,Jackson,Circuit Court,Criminal,2020,,,1287,,41.6,"{""id"": ""jackson_007"", ""name"": ""Judge Lorenzo Magana"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2020"", ""caseload_2024"": 1287, ""bias_metrics"": {""prison_rate"": 41.6, ""sentence_disparity"": {""racial"": {""disparity_score"": 9.4}, ""counsel_representation"": {""disparity_score"": 14.2}}}, ""appellate_record"": {""total_appeals_2024"": 26, ""total_reversals_2024"": 6, ""reversal_rate"": 23.1}, ""specialization"": [""Criminal"", ""Domestic Violence Court""], ""risk_assessment"": ""critical""}"
jackson_008,Judge Patricia Crain,jackson_county,Jackson,Circuit Court,Civil,2015,,,923,,18.9,"{""id"": ""jackson_008"", ""name"": ""Judge Patricia Crain"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Civil"", ""tenure_start"": ""2015"", ""caseload_2024"": 923, ""bias_metrics"": {""prison_rate"": 18.9, ""sentence_disparity"": {""racial"": {""disparity_score"": 3.6}, ""counsel_representation"": {""disparity_score"": 7.1}}}, ""appellate_record"": {""total_appeals_2024"": 14, ""total_reversals_2024"": 2, ""reversal_rate"": 14.3}, ""specialization"": [""Civil"", ""Personal Injury""], ""risk_assessment"": ""moderate""}"
jackson_009,Judge Rick Haselton,jackson_county,Jackson,Circuit Court,Probate,2013,,,456,,11.3,"{""id"": ""jackson_009"", ""name"": ""Judge Rick Haselton"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Probate"", ""tenure_start"": ""2013"", ""caseload_2024"": 456, ""bias_metrics"": {""prison_rate"": 11.3, ""sentence_disparity"": {""racial"": {""disparity_score"": 2.8}, ""counsel_representation"": {""disparity_score"": 5.4}}}, ""appellate_record"": {""total_appeals_2024"": 7, ""total_reversals_2024"": 1, ""reversal_rate"": 14.3}, ""specialization"": [""Probate"", ""Conservatorship""], ""risk_assessment"": ""low""}"
jackson_010,Judge Timothy Gerkin,jackson_county,Jackson,Circuit Court,Criminal,2021,,,1098,,39.7,"{""id"": ""jackson_010"", ""name"": ""Judge Timothy Gerkin"", ""county"": ""Jackson"", ""court"": ""Circuit Court"", ""department"": ""Criminal"", ""tenure_start"": ""2021"", ""caseload_2024"": 1098, ""bias_metrics"": {""prison_rate"": 39.7, ""sentence_disparity"": {""racial"": {""disparity_score"": 8.6}, ""counsel_representation"": {""disparity_score"": 13.1}}}, ""appellate_record"": {""total_appeals_2024"": 21, ""total_reversals_2024"": 4, ""reversal_rate"": 19.0}, ""specialization"": [""Criminal"", ""Property Crimes""], ""risk_assessment"": ""high""}"
